Carport,Dapur,Daya Listrik,Garasi,Jumlah Lantai,Kamar Mandi,Kamar Tidur,Kondisi Perabotan,Luas Bangunan,Luas Tanah,Nomor Lantai,Sertifikat,Tahun Dibangun,address,latitude,longitude,price_currency,price_unit,price_value
,,1300 Watt,,1.0,1.0,2.0,,36 m²,78 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Juta,990
,,2200 Watt,,2.0,3.0,3.0,,150 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,45"
,,2200 Watt,,1.0,2.0,3.0,,90 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,18"
1.0,1.0,1300 Watt,,2.0,2.0,4.0,Unfurnished,112 m²,94 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,02"
,,2200 Watt,,2.0,2.0,3.0,,100 m²,75 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,29"
,,2200 Watt,,2.0,2.0,4.0,,150 m²,123 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Juta,730
,,4400 Watt,,2.0,2.0,3.0,,171 m²,120 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,61"
,,2200 Watt,,2.0,3.0,2.0,,150 m²,175 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"3,11"
,,2200 Watt,,2.0,2.0,3.0,,80 m²,80 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,22"
,,1300 Watt,,1.0,1.0,2.0,,36 m²,60 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Juta,580
,,2200 Watt,,2.0,3.0,3.0,,136 m²,136 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,72"
,,4400 Watt,,2.0,3.0,3.0,,105 m²,105 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,82"
,,1300 Watt,,1.0,2.0,2.0,,75 m²,112 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Juta,880
,,1300 Watt,,1.0,3.0,3.0,,125 m²,127 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,68"
,,3500 Watt,,2.0,4.0,4.0,,167 m²,216 m²,,HGB - Hak Guna Bangunan,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"2,12"
,,3500 Watt,,3.0,4.0,6.0,,210 m²,130 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,45"
,,1300 Watt,,2.0,3.0,4.0,,45 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Juta,910
,,2200 Watt,,2.0,3.0,3.0,,160 m²,195 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,29"
,,2200 Watt,,2.0,4.0,4.0,,217 m²,186 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,3
,,5500 Watt,,1.0,1.0,3.0,,75 m²,112 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Juta,695
,1.0,3500 Watt,,2.0,3.0,4.0,,205 m²,126 m²,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.136937199999999,106.8620891,Rp,Miliar,"3,6"
,,3500 Watt,,2.0,4.0,4.0,,150 m²,95 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"2,18"
,,2200 Watt,,2.0,1.0,3.0,,91 m²,150 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,24"
,,1300 Watt,,1.0,2.0,2.0,,80 m²,108 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Juta,860
,,1300 Watt,,2.0,3.0,4.0,,200 m²,108 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,61"
,,4400 Watt,,2.0,3.0,3.0,,140 m²,176 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,77"
2.0,1.0,3500 Watt,,3.0,4.0,4.0,Unfurnished,200 m²,90 m²,,SHM - Sertifikat Hak Milik,2023.0,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,Rp,Miliar,"3,05"
,,2200 Watt,,1.0,1.0,2.0,,80 m²,142 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,5"
,,2200 Watt,,2.0,2.0,3.0,,90 m²,136 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,48"
,,1300 Watt,,2.0,3.0,3.0,,120 m²,120 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,7"
1.0,1.0,4400 Watt,,1.0,2.0,3.0,Unfurnished,90 m²,150 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,64"
1.0,1.0,2200 Watt,,2.0,4.0,3.0,Unfurnished,105 m²,128 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,9"
1.0,1.0,1300 Watt,,1.0,1.0,2.0,Unfurnished,54 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,25"
,,2200 Watt,,2.0,3.0,3.0,,102 m²,105 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,55"
1.0,1.0,2200 Watt,,2.0,3.0,4.0,Unfurnished,105 m²,136 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,98"
,,1300 Watt,,1.0,1.0,2.0,,66 m²,66 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Juta,590
,,2200 Watt,,2.0,1.0,2.0,,61 m²,84 m²,,SHM - Sertifikat Hak Milik,,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Miliar,"1,18"
2.0,1.0,2200 Watt,,2.0,1.0,3.0,Semi Furnished,50 m²,102 m²,,SHM - Sertifikat Hak Milik,2019.0,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,6"
2.0,1.0,,,3.0,5.0,5.0,Semi Furnished,918 m²,325 m²,,SHM - Sertifikat Hak Milik,,"Pluit, Jakarta Utara",-6.11555,106.78378,Rp,Miliar,"13,5"
2.0,1.0,10000 Watt,4.0,3.0,5.0,5.0,Furnished,1200 m²,609 m²,,HGB - Hak Guna Bangunan,,"Pantai Mutiara, Jakarta Utara",-6.1056038,106.7936639,Rp,Miliar,42
1.0,,,,2.0,4.0,4.0,Semi Furnished,300 m²,230 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"8,8"
,,,,1.0,8.0,8.0,,1900 m²,1130 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,80
,,,,,2.0,3.0,,160 m²,,,SHM - Sertifikat Hak Milik,,"Pantai Mutiara, Jakarta Utara",-6.10773,106.79146,Rp,Miliar,"4,3"
,,,,,2.0,2.0,,55 m²,,,SHM - Sertifikat Hak Milik,,"Cengkareng, Jakarta Barat",-6.15072,106.74405,Rp,Juta,800
,,,,,1.0,3.0,,120 m²,,,SHM - Sertifikat Hak Milik,,"Pluit, Jakarta Utara",-6.11555,106.78378,Rp,Miliar,6
,2.0,,,3.0,3.0,3.0,,700 m²,200 m²,,SHM - Sertifikat Hak Milik,,"Permata Buana, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"11,5"
,1.0,,,3.0,3.0,3.0,,320 m²,200 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.12367,106.75318,Rp,Miliar,"9,5"
,1.0,,,2.0,4.0,5.0,,1120 m²,640 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.12367,106.75318,Rp,Miliar,36
,,,,2.0,5.0,5.0,Furnished,1200 m²,640 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,36
2.0,1.0,4400 Watt,2.0,3.0,4.0,4.0,Semi Furnished,400 m²,220 m²,,SHM - Sertifikat Hak Milik,2015.0,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"11,7"
1.0,,2200 Watt,,2.0,2.0,2.0,Unfurnished,144 m²,144 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,55"
,,,,1.0,,,,450 m²,230 m²,,SHM - Sertifikat Hak Milik,2012.0,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,11
,,,,1.0,,,,1000 m²,1084 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,unknown,unknown,unknown
2.0,1.0,,,2.0,3.0,3.0,Semi Furnished,150 m²,105 m²,,SHM - Sertifikat Hak Milik,2019.0,"Semanan, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"2,6"
1.0,1.0,,2.0,2.0,4.0,4.0,Unfurnished,350 m²,264 m²,,SHM - Sertifikat Hak Milik,2018.0,"Tebet, Jakarta Selatan",-6.22584,106.85681,Rp,Miliar,"7,9"
,,,,,1.0,2.0,Furnished,34 m²,,,"Lainnya (PPJB,Girik,Adat,dll)",,"Daan Mogot, Jakarta Barat",-6.1546907,106.7373716,Rp,Juta,330
2.0,,,4.0,3.0,5.0,5.0,Furnished,1200 m²,680 m²,,,,"Kebayoran Baru, Jakarta Selatan",-6.23118,106.78823,Rp,Miliar,55
,1.0,16500 Watt,,2.0,4.0,4.0,Semi Furnished,568 m²,480 m²,,,,"Sudirman, Jakarta Selatan",-6.20242,106.82347,Rp,Miliar,24
3.0,2.0,22000 Watt,3.0,3.0,4.0,3.0,Furnished,611 m²,791 m²,,SHM - Sertifikat Hak Milik,2000.0,"Mega Kuningan, Jakarta Selatan",-6.227,106.82221,Rp,Miliar,75
2.0,,,2.0,2.0,4.0,4.0,,531 m²,587 m²,,SHM - Sertifikat Hak Milik,,"patra kuningan, Jakarta Selatan",-6.26899,106.806,Rp,Miliar,26
12.0,3.0,16500 Watt,4.0,2.0,6.0,7.0,Furnished,600 m²,1600 m²,,SHM - Sertifikat Hak Milik,,"Pesanggrahan, Jakarta Selatan",-6.2365273,106.751266,Rp,Miliar,36
2.0,1.0,3300 Watt,,3.0,4.0,4.0,Unfurnished,200 m²,90 m²,,HGB - Hak Guna Bangunan,2024.0,"Permata Buana, Jakarta Barat",-6.1761691,106.7425373,Rp,Miliar,"4,6"
,,5500 Watt,2.0,2.0,4.0,5.0,Unfurnished,250 m²,488 m²,,SHM - Sertifikat Hak Milik,2007.0,"Pondok Labu, Jakarta Selatan",-6.3076465,106.79719,Rp,Miliar,6
1.0,1.0,4400 Watt,1.0,2.0,2.0,3.0,Unfurnished,99 m²,80 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"2,4"
1.0,1.0,4400 Watt,1.0,2.0,3.0,3.0,Semi Furnished,180 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,3
1.0,1.0,,1.0,3.0,3.0,4.0,Unfurnished,310 m²,200 m²,,"Lainnya (PPJB,Girik,Adat,dll)",2020.0,"Golf Island, Jakarta Utara",-6.091295568016,106.74452901516,Rp,Miliar,"9,1"
,,,,,3.0,3.0,Furnished,192 m²,,18.0,SHM - Sertifikat Hak Milik,2000.0,"Kuningan, Jakarta Selatan",-6.2212429,106.8256669,Rp,Miliar,"7,8"
1.0,1.0,2200 Watt,1.0,3.0,2.0,3.0,Unfurnished,73 m²,25 m²,,SHM - Sertifikat Hak Milik,2023.0,"Cempaka Putih, Jakarta Pusat",-6.1868333,106.8665002,Rp,Juta,972
2.0,2.0,3300 Watt,,2.0,4.0,4.0,Semi Furnished,325 m²,226 m²,,SHM - Sertifikat Hak Milik,,"Tebet, Jakarta Selatan",-6.225840091705322,106.8568115234375,unknown,unknown,unknown
1.0,,3500 Watt,2.0,3.0,4.0,4.0,Semi Furnished,250 m²,192 m²,,SHM - Sertifikat Hak Milik,2019.0,"Sawah Besar, Jakarta Pusat",-6.1585052,106.8316619,unknown,unknown,unknown
,1.0,3300 Watt,,3.0,3.0,3.0,Unfurnished,150 m²,66 m²,,SHM - Sertifikat Hak Milik,2018.0,"Tomang, Jakarta Barat",-6.181697368621826,106.79078674316406,Rp,Miliar,"2,6"
,,,,1.0,3.0,4.0,Furnished,400 m²,187 m²,,,,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,Rp,Miliar,"10,5"
1.0,1.0,,,1.0,1.0,2.0,Unfurnished,200 m²,200 m²,,SHM - Sertifikat Hak Milik,2000.0,"Pluit, Jakarta Utara",-6.11555,106.78378,unknown,unknown,unknown
2.0,,4400 Watt,,2.0,3.0,3.0,Furnished,136 m²,90 m²,,HGB - Hak Guna Bangunan,,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"3,8"
,1.0,4400 Watt,,2.0,4.0,4.0,Furnished,360 m²,144 m²,,SHM - Sertifikat Hak Milik,,"Green Lake City, Jakarta Barat",-6.180283,106.710804,Rp,Miliar,"4,5"
2.0,1.0,,,2.0,4.0,3.0,Unfurnished,160 m²,266 m²,,SHM - Sertifikat Hak Milik,,"Green Lake City, Jakarta Barat",-6.180283,106.710804,Rp,Miliar,"4,8"
,,,,,1.0,1.0,Furnished,28 m²,,,"Lainnya (PPJB,Girik,Adat,dll)",,"Menteng, Jakarta Pusat",-6.1937297,106.8392111,Rp,Miliar,"1,2"
,,,,,2.0,3.0,,77 m²,,17.0,SHM - Sertifikat Hak Milik,,"Ancol, Jakarta Utara",-6.129119873046875,106.8333511352539,Rp,Juta,998
,,,,1.0,,,,200 m²,120 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,unknown,unknown,unknown
,,,4.0,3.0,7.0,7.0,furnished,705 m²,694 m²,,SHM - Sertifikat Hak Milik,,"Cilandak, Jakarta Selatan",-6.301159699999999,106.8145199,Rp,Miliar,"11,5"
,,,1.0,2.0,2.0,3.0,semi furnished,78 m²,67 m²,,SHM - Sertifikat Hak Milik,,"Cempaka Putih, Jakarta Pusat",-6.1868333,106.8665002,unknown,unknown,unknown
,,,,,1.0,2.0,Furnished,112 m²,,10.0,"Lainnya (PPJB,Girik,Adat,dll)",,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"3,5"
1.0,1.0,2200 Watt,,2.0,4.0,6.0,Unfurnished,260 m²,150 m²,,SHM - Sertifikat Hak Milik,,"Taman Meruya, Jakarta Barat",-6.1935444,106.7419278,Rp,Miliar,"2,8"
,,,,1.0,2.0,3.0,Furnished,128 m²,90 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Pantai Indah Kapuk 2, Jakarta Utara",-6.076946258544922,106.71495056152344,Rp,Miliar,"2,99"
,,,,,1.0,2.0,Furnished,38 m²,,,"Lainnya (PPJB,Girik,Adat,dll)",2017.0,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Juta,490
1.0,1.0,4400 Watt,,2.0,2.0,2.0,Furnished,87 m²,60 m²,,SHM - Sertifikat Hak Milik,2014.0,"Green Lake City, Jakarta Barat",-6.180283069610596,106.71080780029297,Rp,Miliar,"1,6"
,1.0,2200 Watt,1.0,2.0,4.0,4.0,Unfurnished,250 m²,175 m²,,SHM - Sertifikat Hak Milik,1995.0,"Cipinang, Jakarta Timur",-6.207429299999999,106.8915948,Rp,Miliar,"2,8"
2.0,2.0,10600 Watt,2.0,2.0,4.0,9.0,Unfurnished,739 m²,821 m²,,SHM - Sertifikat Hak Milik,1985.0,"Permata Hijau, Jakarta Selatan",-6.2223439,106.7862716,Rp,Miliar,60
2.0,1.0,,,1.0,2.0,6.0,Unfurnished,200 m²,714 m²,,SHM - Sertifikat Hak Milik,,"Ciracas, Jakarta Timur",-6.32381,106.88789,Rp,Miliar,"3,5"
,,,,,3.0,3.0,Semi Furnished,186 m²,,6.0,HGB - Hak Guna Bangunan,2015.0,"Puri Indah, Jakarta Barat",-6.18658,106.74292,Rp,Miliar,"5,3"
2.0,1.0,6600 Watt,2.0,2.0,3.0,3.0,Semi Furnished,300 m²,237 m²,,SHM - Sertifikat Hak Milik,2022.0,"Mampang Prapatan, Jakarta Selatan",-6.2481661,106.8262565,Rp,Miliar,"5,9"
2.0,1.0,,,2.0,4.0,5.0,Unfurnished,300 m²,436 m²,,SHM - Sertifikat Hak Milik,2010.0,"Cilandak, Jakarta Selatan",-6.33405,106.79344,Rp,Miliar,"8,9"
1.0,1.0,2200 Watt,,2.0,2.0,3.0,,98 m²,68 m²,,,2024.0,"Puri Indah, Jakarta Barat",-6.186580181121826,106.742919921875,Rp,Miliar,"1,39"
3.0,1.0,2200 Watt,,2.0,3.0,3.0,,180 m²,120 m²,,SHM - Sertifikat Hak Milik,2024.0,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"2,6"
1.0,1.0,2200 Watt,,3.0,2.0,4.0,Unfurnished,93 m²,85 m²,,HGB - Hak Guna Bangunan,2024.0,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,7"
1.0,1.0,4400 Watt,1.0,2.0,4.0,4.0,Semi Furnished,400 m²,300 m²,,SHM - Sertifikat Hak Milik,1992.0,"Green garden, Jakarta Barat",-6.170222,106.7535419,Rp,Miliar,7
1.0,1.0,4400 Watt,1.0,1.0,3.0,4.0,Unfurnished,300 m²,220 m²,,SHM - Sertifikat Hak Milik,1995.0,"Green garden, Jakarta Barat",-6.170222,106.7535419,Rp,Miliar,"4,6"
3.0,1.0,,4.0,2.0,4.0,5.0,Unfurnished,800 m²,1000 m²,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.13717,106.86524,Rp,Miliar,"34,9"
1.0,1.0,,,1.0,1.0,2.0,Unfurnished,65 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Cengkareng, Jakarta Barat",-6.15072,106.74405,Rp,Miliar,"1,35"
2.0,,4400 Watt,,,2.0,3.0,Unfurnished,240 m²,240 m²,,SHM - Sertifikat Hak Milik,,"Muara Karang, Jakarta Utara",-6.116632,106.7795128,Rp,Miliar,"3,8"
2.0,2.0,,2.0,3.0,4.0,4.0,Furnished,320 m²,240 m²,,HP - Hak Pakai,2019.0,"Pantai Indah Kapuk, Jakarta Utara",-6.12367,106.75318,Rp,Miliar,"12,8"
2.0,1.0,,1.0,2.0,3.0,4.0,Unfurnished,211 m²,180 m²,,SHM - Sertifikat Hak Milik,2016.0,"Green Lake City, Jakarta Barat",-6.180283,106.710804,Rp,Miliar,"4,22"
2.0,2.0,,,3.0,3.0,3.0,Furnished,250 m²,144 m²,,SHM - Sertifikat Hak Milik,2016.0,"Green Lake City, Jakarta Barat",-6.180283,106.710804,Rp,Miliar,"3,9"
5.0,2.0,,2.0,2.0,4.0,5.0,Semi Furnished,866 m²,524 m²,,SHM - Sertifikat Hak Milik,,"Srengseng, Jakarta Barat",-6.1585,106.747,unknown,unknown,unknown
10.0,2.0,,,3.0,6.0,6.0,Semi Furnished,600 m²,450 m²,,,,"Pondok Labu, Jakarta Selatan",-6.31254,106.80421,Rp,Miliar,20
1.0,2.0,,2.0,2.0,4.0,5.0,Semi Furnished,250 m²,335 m²,,HGB - Hak Guna Bangunan,2000.0,"Tebet, Jakarta Selatan",-6.22584,106.85681,Rp,Miliar,10
,,2200 Watt,1.0,2.0,4.0,4.0,Unfurnished,220 m²,108 m²,,SHM - Sertifikat Hak Milik,2019.0,"Duri Kepa, Jakarta Barat",-6.169184599999999,106.7748596,Rp,Miliar,"2,6"
2.0,2.0,,2.0,2.0,5.0,4.0,,515 m²,435 m²,,SHM - Sertifikat Hak Milik,,"Cipete, Jakarta Selatan",-6.270367,106.811741,Rp,Miliar,"29,5"
,1.0,5500 Watt,,3.0,4.0,4.0,Semi Furnished,550 m²,381 m²,,SHM - Sertifikat Hak Milik,,"Kalideres, Jakarta Barat",-6.1568457,106.7038324,Rp,Miliar,5
1.0,1.0,3300 Watt,1.0,1.0,3.0,4.0,Unfurnished,250 m²,451 m²,,SHM - Sertifikat Hak Milik,2000.0,"Kebayoran Baru, Jakarta Selatan",-6.250246,106.805104,Rp,Miliar,"19,5"
2.0,1.0,3500 Watt,,2.0,3.0,4.0,Unfurnished,206 m²,200 m²,,SHM - Sertifikat Hak Milik,2018.0,"Lebak Bulus, Jakarta Selatan",-6.312540054321289,106.80420684814453,Rp,Miliar,"5,5"
4.0,1.0,,,2.0,4.0,5.0,Unfurnished,450 m²,355 m²,,SHM - Sertifikat Hak Milik,2023.0,"Bintaro, Jakarta Selatan",-6.27452,106.76951,Rp,Miliar,"12,5"
1.0,1.0,3300 Watt,2.0,2.0,3.0,3.0,Semi Furnished,114 m²,105 m²,,SHM - Sertifikat Hak Milik,2016.0,"Ciracas, Jakarta Timur",-6.32381,106.88789,Rp,Miliar,"2,5"
2.0,1.0,2200 Watt,2.0,2.0,3.0,3.0,Unfurnished,90 m²,65 m²,,SHM - Sertifikat Hak Milik,2023.0,"Cipayung, Jakarta Timur",-6.3153539,106.8928693,Rp,Juta,910
2.0,1.0,,,1.0,1.0,2.0,Unfurnished,135 m²,180 m²,,SHM - Sertifikat Hak Milik,1995.0,"Guntur, Jakarta Selatan",-6.20775,106.84072,Rp,Miliar,"6,7"
,,,,,2.0,2.0,Furnished,93 m²,,21.0,HGB - Hak Guna Bangunan,,"Setiabudi, Jakarta Selatan",-6.2136327,106.8264328,Rp,Miliar,"1,22"
1.0,1.0,2200 Watt,,2.0,3.0,3.0,Unfurnished,69 m²,48 m²,,SHM - Sertifikat Hak Milik,2022.0,"Cempaka Mas, Jakarta Pusat",-6.1659184,106.876789,Rp,Miliar,"1,63"
1.0,2.0,,2.0,2.0,5.0,5.0,Semi Furnished,370 m²,360 m²,,SHM - Sertifikat Hak Milik,,"Angke, Jakarta Barat",-6.1454501,106.7957153,unknown,unknown,unknown
,,1300 Watt,,1.0,4.0,3.0,,160 m²,216 m²,,SHM - Sertifikat Hak Milik,,"Pondok Kelapa, Jakarta Timur",-6.2393686,106.9299579,Rp,Miliar,"3,5"
,,4400 Watt,,3.0,3.0,5.0,Unfurnished,200 m²,70 m²,,SHM - Sertifikat Hak Milik,,"Pademangan, Jakarta Utara",-6.127500057220459,106.83849334716797,Rp,Miliar,"1,7"
1.0,2.0,,,2.0,3.0,3.0,Semi Furnished,194 m²,126 m²,,SHM - Sertifikat Hak Milik,,"Taman Grisenda, Jakarta Utara",-6.12371,106.877,Rp,Miliar,"3,75"
8.0,1.0,6600 Watt,2.0,2.0,3.0,5.0,Semi Furnished,372 m²,800 m²,,SHM - Sertifikat Hak Milik,,"Kedoya, Jakarta Barat",-6.1810006,106.7617984,Rp,Miliar,20
2.0,1.0,,2.0,2.0,4.0,5.0,Unfurnished,400 m²,506 m²,,SHM - Sertifikat Hak Milik,2009.0,"Ampera, Jakarta Selatan",-6.28355,106.8192,Rp,Miliar,"9,9"
,,1300 Watt,,,2.0,3.0,,120 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Pulogebang, Jakarta Timur",-6.2079551,106.9535691,Rp,Miliar,"1,3"
2.0,1.0,5500 Watt,,2.0,1.0,3.0,Unfurnished,130 m²,135 m²,,SHM - Sertifikat Hak Milik,,"Sunrise Garden, Jakarta Barat",-6.1691391,106.7650135,Rp,Miliar,"2,9"
,,,2.0,2.0,6.0,5.0,Semi Furnished,600 m²,524 m²,,SHM - Sertifikat Hak Milik,,"Cilandak, Jakarta Selatan",-6.277122299999999,106.7975781,Rp,Miliar,28
1.0,1.0,2200 Watt,1.0,1.0,1.0,2.0,Semi Furnished,45 m²,55 m²,,SHM - Sertifikat Hak Milik,2024.0,"Cibubur, Jakarta Timur",-6.356087199999999,106.879792,Rp,Juta,508
1.0,1.0,4400 Watt,,2.0,3.0,4.0,Unfurnished,108 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"3,65"
2.0,1.0,6600 Watt,2.0,1.0,3.0,4.0,Semi Furnished,389 m²,1438 m²,,SHM - Sertifikat Hak Milik,,"Cilandak, Jakarta Selatan",-6.334050178527832,106.79344177246094,Rp,Miliar,23
,1.0,7700 Watt,2.0,2.0,4.0,4.0,Unfurnished,450 m²,528 m²,,SHM - Sertifikat Hak Milik,2010.0,"Pantai Mutiara, Jakarta Utara",-6.1056038,106.7936639,Rp,Miliar,"13,5"
2.0,,5500 Watt,,2.0,3.0,5.0,Semi Furnished,500 m²,300 m²,,SHM - Sertifikat Hak Milik,,"Green garden, Jakarta Barat",-6.170222,106.7535419,Rp,Miliar,"6,33"
2.0,,,,2.0,3.0,4.0,Semi Furnished,270 m²,180 m²,,SHM - Sertifikat Hak Milik,,"Kelapa Gading, Jakarta Utara",-6.15808,106.91815,Rp,Miliar,"5,7"
1.0,1.0,4400 Watt,1.0,2.0,4.0,4.0,Unfurnished,330 m²,207 m²,,SHM - Sertifikat Hak Milik,2009.0,"Pondok Kelapa, Jakarta Timur",-6.2393686,106.9299579,Rp,Miliar,"2,8"
1.0,1.0,,1.0,3.0,2.0,3.0,,90 m²,42 m²,,SHM - Sertifikat Hak Milik,2024.0,"Jagakarsa, Jakarta Selatan",-6.3328,106.8313,Rp,Juta,850
1.0,1.0,4400 Watt,,2.0,2.0,3.0,Unfurnished,90 m²,75 m²,,"Lainnya (PPJB,Girik,Adat,dll)",2024.0,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"2,4"
